Kredi Başvuru No,Müşteri No,Bakmakla Yükümlü Sayısı,Eğitim Durumu,Serbest Çalışan mı,Yıllık Gelir,Talep Edilen Kredi Tutarı,Kredi Vadesi (Ay),Kredi Notu,Konut Varlık Değeri,Ticari Varlık Değeri,Lüks Varlık Değeri,Banka Varlık Değeri,Kredi Kararı,Başvuru Tarihi
4058,747,1,Lise Mezunu,Evet,7400000,17200000,8,899,16500000,8700000,16700000,4900000,Onaylandı,2025-10-23
4059,100,1,Lise Mezunu,Hayır,7000000,26600000,16,460,20500000,3300000,27700000,4600000,Reddedildi,2024-12-24
4060,420,1,Lise Mezunu,Hayır,4900000,12500000,2,636,14200000,6400000,13900000,5000000,Onaylandı,2025-02-19
4061,243,3,Lise Mezunu,Hayır,5800000,20600000,20,434,8400000,2700000,22600000,7000000,Reddedildi,2024-09-05
4062,794,5,Lise Mezunu,Hayır,2000000,6900000,18,516,4600000,3400000,6500000,1600000,Reddedildi,2025-01-07
4063,70,4,Lisans Mezunu,Hayır,8300000,24600000,2,382,1400000,1200000,16700000,6600000,Reddedildi,2024-09-27
4064,759,0,Lisans Mezunu,Evet,1000000,2800000,12,616,700000,700000,3900000,700000,Onaylandı,2024-09-29
4065,890,3,Lisans Mezunu,Hayır,5500000,11600000,6,745,9400000,8000000,12800000,5400000,Onaylandı,2025-08-19
4066,201,5,Lisans Mezunu,Hayır,1400000,3400000,6,697,2000000,500000,4600000,1600000,Onaylandı,2024-11-21
4067,335,4,Lisans Mezunu,Hayır,3700000,12300000,6,364,5900000,4200000,13700000,4400000,Reddedildi,2024-12-16
4068,967,2,Lise Mezunu,Evet,2100000,6900000,2,566,700000,1500000,8100000,1000000,Onaylandı,2024-02-27
4069,472,4,Lise Mezunu,Hayır,6200000,21900000,12,462,9400000,2000000,16600000,8300000,Reddedildi,2024-06-27
4070,399,0,Lise Mezunu,Hayır,9300000,31900000,2,331,7100000,11200000,23700000,8000000,Onaylandı,2025-10-28
4071,672,3,Lise Mezunu,Evet,5100000,10300000,12,839,13400000,5400000,10700000,7500000,Onaylandı,2025-02-07
4072,933,0,Lisans Mezunu,Evet,7000000,14000000,4,702,9000000,3100000,21400000,7600000,Onaylandı,2025-06-01
4073,981,3,Lisans Mezunu,Evet,5300000,17900000,2,580,10200000,6400000,11600000,3600000,Onaylandı,2025-04-10
4074,71,3,Lisans Mezunu,Hayır,900000,2800000,10,560,2700000,300000,1900000,1300000,Onaylandı,2024-03-07
4075,351,4,Lise Mezunu,Evet,9400000,25700000,14,845,27300000,4100000,26500000,12200000,Onaylandı,2024-01-09
4076,900,4,Lise Mezunu,Evet,2600000,8500000,4,392,5500000,100000,8800000,2900000,Onaylandı,2025-10-04
4077,319,2,Lisans Mezunu,Hayır,1500000,4900000,16,387,-100000,2400000,3700000,1300000,Reddedildi,2025-05-22
4078,229,1,Lisans Mezunu,Evet,1800000,6300000,12,749,4200000,200000,3800000,2700000,Onaylandı,2025-05-10
4079,48,3,Lisans Mezunu,Evet,7800000,20000000,14,727,4600000,7200000,17300000,8600000,Onaylandı,2025-09-18
4080,142,3,Lisans Mezunu,Evet,2100000,7400000,14,656,5600000,400000,5200000,2800000,Onaylandı,2024-06-29
4081,355,0,Lise Mezunu,Evet,8300000,17500000,20,643,24800000,8900000,18800000,5100000,Onaylandı,2025-07-11
4082,181,2,Lise Mezunu,Evet,4400000,16800000,4,307,12800000,7200000,9700000,5800000,Onaylandı,2024-01-01
4083,936,2,Lise Mezunu,Hayır,2300000,5000000,16,588,2000000,3500000,7000000,1500000,Onaylandı,2024-10-13
4084,41,3,Lisans Mezunu,Evet,7700000,22300000,20,895,22200000,13300000,23900000,9100000,Onaylandı,2025-02-07
4085,274,0,Lise Mezunu,Evet,9300000,29400000,10,351,24200000,6800000,35800000,6100000,Reddedildi,2024-04-05
4086,549,5,Lise Mezunu,Hayır,5900000,16400000,12,891,10200000,10400000,19600000,4700000,Onaylandı,2024-06-28
4087,557,5,Lise Mezunu,Evet,1900000,4900000,4,442,3200000,2100000,5800000,900000,Reddedildi,2024-01-29
4088,444,0,Lise Mezunu,Hayır,6900000,19500000,20,686,2300000,8700000,16400000,6200000,Onaylandı,2024-12-07
4089,665,4,Lisans Mezunu,Evet,2100000,8200000,20,432,6000000,900000,5600000,1000000,Reddedildi,2025-01-17
4090,644,0,Lise Mezunu,Hayır,8200000,20900000,14,766,4400000,12300000,18400000,12100000,Onaylandı,2025-10-28
4091,111,4,Lise Mezunu,Hayır,7700000,17200000,6,561,6000000,5000000,15400000,6800000,Onaylandı,2024-04-10
4092,16,5,Lise Mezunu,Hayır,7700000,19000000,2,539,4000000,14500000,29300000,4100000,Reddedildi,2024-05-22
4093,691,1,Lisans Mezunu,Hayır,700000,1400000,6,759,1000000,500000,2600000,700000,Onaylandı,2025-02-15
4094,709,5,Lisans Mezunu,Hayır,7100000,18200000,8,750,21000000,7900000,20800000,5300000,Onaylandı,2025-06-11
4095,796,2,Lisans Mezunu,Hayır,3900000,13600000,10,373,11600000,1000000,8400000,3600000,Reddedildi,2025-01-18
4096,130,1,Lise Mezunu,Evet,5200000,20500000,10,407,1100000,3400000,18200000,3800000,Reddedildi,2024-06-04
4097,38,4,Lise Mezunu,Hayır,5500000,20200000,14,611,13700000,5700000,15100000,7200000,Onaylandı,2025-04-09
4098,726,3,Lisans Mezunu,Hayır,2600000,6300000,10,783,6500000,2400000,6500000,2600000,Onaylandı,2025-07-25
4099,761,0,Lise Mezunu,Evet,7300000,24000000,18,651,16600000,100000,19600000,4500000,Onaylandı,2025-08-22
4100,680,3,Lisans Mezunu,Hayır,8700000,31100000,16,760,400000,1800000,19300000,4800000,Reddedildi,2025-03-18
4101,758,3,Lisans Mezunu,Hayır,9000000,22700000,16,793,11700000,10800000,35000000,7000000,Onaylandı,2024-06-01
4102,757,4,Lisans Mezunu,Hayır,400000,800000,16,685,500000,300000,1300000,600000,Onaylandı,2024-02-23
4103,489,2,Lise Mezunu,Evet,3300000,10700000,8,806,5700000,600000,11500000,4900000,Onaylandı,2025-07-21
4104,578,1,Lise Mezunu,Hayır,6300000,17800000,12,770,6000000,3000000,17000000,3200000,Onaylandı,2024-03-11
4105,310,0,Lise Mezunu,Hayır,7000000,23600000,14,663,13800000,9100000,21300000,7200000,Onaylandı,2024-01-07
4106,640,2,Lisans Mezunu,Evet,2100000,8100000,4,592,2000000,2500000,7900000,2700000,Onaylandı,2025-10-21
4107,343,3,Lise Mezunu,Hayır,7600000,26300000,18,580,19100000,14600000,25500000,5100000,Onaylandı,2025-01-03
4108,710,1,Lisans Mezunu,Hayır,8200000,17500000,4,609,4500000,5600000,24100000,7700000,Onaylandı,2024-04-07
4109,821,3,Lise Mezunu,Evet,9200000,23200000,8,380,13100000,15500000,18900000,6100000,Reddedildi,2024-08-02
4110,549,3,Lisans Mezunu,Hayır,3800000,12100000,20,364,4100000,5100000,11600000,3000000,Reddedildi,2024-09-10
4111,709,1,Lisans Mezunu,Hayır,3200000,8900000,12,866,5100000,700000,9900000,2400000,Onaylandı,2025-10-22
4112,732,4,Lise Mezunu,Hayır,9700000,31700000,10,342,700000,100000,36700000,12000000,Reddedildi,2025-03-14
4113,937,5,Lisans Mezunu,Hayır,4700000,14400000,16,884,9900000,4400000,9300000,3800000,Onaylandı,2024-01-01
4114,765,4,Lisans Mezunu,Evet,3800000,12500000,18,859,3900000,4600000,8200000,2700000,Onaylandı,2025-01-12
4115,179,4,Lisans Mezunu,Hayır,400000,1000000,20,692,500000,400000,1600000,200000,Onaylandı,2024-06-30
4116,948,4,Lise Mezunu,Evet,3200000,6800000,16,675,8000000,1900000,6800000,4000000,Onaylandı,2024-10-31
4117,653,5,Lisans Mezunu,Evet,3900000,12700000,8,886,3500000,5800000,14900000,5400000,Onaylandı,2024-03-16
4118,550,1,Lisans Mezunu,Evet,3500000,13100000,10,477,3200000,6200000,7500000,3100000,Reddedildi,2024-12-06
4119,365,2,Lisans Mezunu,Hayır,2200000,8300000,6,596,4700000,3000000,8500000,1800000,Onaylandı,2024-08-18
4120,312,4,Lise Mezunu,Hayır,6400000,19700000,20,400,2300000,6100000,20100000,6200000,Reddedildi,2024-10-22
4121,686,3,Lisans Mezunu,Hayır,9100000,19900000,2,711,2200000,17900000,24300000,13000000,Onaylandı,2025-10-23
4122,286,0,Lise Mezunu,Evet,3300000,8900000,2,418,4200000,6000000,9300000,3700000,Reddedildi,2025-02-08
4123,963,3,Lisans Mezunu,Hayır,7800000,21800000,8,517,7700000,5100000,19500000,9100000,Reddedildi,2025-05-26
4124,832,0,Lise Mezunu,Evet,6200000,16200000,6,508,5600000,5700000,21500000,3600000,Reddedildi,2025-07-19
4125,431,3,Lise Mezunu,Evet,7000000,26100000,18,689,17200000,5700000,20500000,5900000,Onaylandı,2025-04-09
4126,846,0,Lisans Mezunu,Hayır,9200000,28200000,12,455,19200000,6400000,34700000,5900000,Reddedildi,2025-09-30
4127,402,5,Lise Mezunu,Evet,7500000,20800000,6,617,100000,14200000,19300000,8200000,Onaylandı,2025-09-27
4128,531,2,Lisans Mezunu,Hayır,5300000,13200000,10,500,4700000,9800000,20400000,2900000,Reddedildi,2024-11-01
4129,352,5,Lise Mezunu,Evet,6800000,22800000,14,382,17600000,700000,21700000,5800000,Reddedildi,2024-02-27
4130,527,1,Lise Mezunu,Hayır,7900000,20800000,18,538,10000000,9700000,29900000,10600000,Reddedildi,2025-06-15
4131,960,0,Lise Mezunu,Evet,6200000,14900000,8,855,-100000,7200000,14200000,8200000,Onaylandı,2025-06-30
4132,167,1,Lisans Mezunu,Hayır,1000000,3000000,18,614,1800000,1700000,3700000,700000,Onaylandı,2024-11-14
4133,603,2,Lisans Mezunu,Evet,7800000,25400000,10,513,22100000,600000,23500000,9800000,Reddedildi,2024-10-31
4134,447,5,Lisans Mezunu,Evet,3000000,8800000,14,402,5600000,5300000,8600000,4200000,Reddedildi,2025-04-20
4135,823,5,Lisans Mezunu,Evet,5700000,15000000,20,819,15500000,9800000,14100000,3400000,Onaylandı,2024-12-30
4136,768,4,Lise Mezunu,Hayır,6600000,25400000,12,622,9200000,3500000,19900000,7500000,Onaylandı,2025-05-09
4137,765,4,Lisans Mezunu,Evet,7100000,18200000,4,790,2500000,2200000,25500000,9600000,Onaylandı,2025-04-14
4138,55,3,Lisans Mezunu,Evet,1300000,4800000,14,808,3100000,2000000,5100000,1500000,Onaylandı,2024-10-06
4139,704,2,Lise Mezunu,Hayır,5200000,16800000,18,369,5400000,8600000,17000000,6800000,Reddedildi,2025-02-27
4140,949,3,Lisans Mezunu,Hayır,5600000,20300000,4,330,16100000,5100000,15300000,4200000,Onaylandı,2025-03-02
4141,121,2,Lisans Mezunu,Hayır,7100000,16500000,14,857,3700000,10700000,18500000,8200000,Onaylandı,2025-08-05
4142,690,2,Lisans Mezunu,Hayır,5100000,19100000,8,457,13200000,5100000,16400000,7600000,Reddedildi,2024-05-02
4143,461,3,Lise Mezunu,Evet,7600000,29300000,8,843,21500000,3000000,22800000,11200000,Onaylandı,2024-01-28
4144,591,0,Lisans Mezunu,Evet,2500000,5400000,6,463,1900000,3500000,8200000,1800000,Reddedildi,2025-08-10
4145,972,3,Lisans Mezunu,Hayır,6900000,22800000,16,582,17700000,2200000,23500000,4400000,Onaylandı,2025-09-10
4146,213,0,Lisans Mezunu,Hayır,3100000,6500000,2,391,100000,3800000,9900000,2400000,Reddedildi,2025-10-13
4147,703,2,Lisans Mezunu,Evet,9700000,35100000,20,612,13400000,13500000,38200000,6500000,Onaylandı,2024-03-18
4148,325,0,Lise Mezunu,Evet,5800000,12600000,2,859,13500000,4700000,21200000,4500000,Onaylandı,2024-07-30
4149,617,4,Lise Mezunu,Hayır,7600000,18600000,18,779,9100000,5600000,15200000,10000000,Onaylandı,2025-08-02
4150,949,5,Lise Mezunu,Hayır,700000,2800000,2,561,900000,400000,1900000,800000,Onaylandı,2024-09-15
4151,395,3,Lisans Mezunu,Hayır,2300000,5600000,18,420,1300000,600000,6700000,2100000,Reddedildi,2024-03-18
4152,734,3,Lise Mezunu,Hayır,1600000,3300000,8,609,4700000,100000,6000000,800000,Onaylandı,2025-04-27
4153,475,4,Lise Mezunu,Hayır,8100000,19300000,14,821,16500000,8500000,25800000,8300000,Onaylandı,2024-07-01
4154,455,1,Lisans Mezunu,Hayır,7700000,17100000,14,603,11100000,12100000,30300000,7100000,Onaylandı,2025-08-15
4155,787,4,Lisans Mezunu,Hayır,1500000,3400000,10,778,3800000,300000,4000000,2200000,Onaylandı,2024-04-09
4156,893,3,Lise Mezunu,Hayır,7400000,23500000,2,460,20600000,12200000,25900000,9200000,Onaylandı,2025-06-08
4157,56,4,Lise Mezunu,Evet,8900000,27100000,18,363,7800000,9600000,25400000,12700000,Reddedildi,2025-05-20
4158,829,0,Lisans Mezunu,Hayır,2400000,5300000,16,482,5500000,4200000,8400000,2600000,Reddedildi,2024-05-29
4159,981,5,Lisans Mezunu,Hayır,5600000,20300000,4,772,10600000,6000000,13600000,7600000,Onaylandı,2024-01-05
4160,271,4,Lisans Mezunu,Hayır,5900000,14400000,6,745,15300000,5100000,16500000,3000000,Onaylandı,2024-11-22
4161,134,1,Lisans Mezunu,Hayır,1600000,3300000,2,513,400000,1300000,4600000,2200000,Reddedildi,2025-08-09
4162,294,5,Lise Mezunu,Hayır,1100000,4000000,2,362,1800000,1300000,3500000,1100000,Onaylandı,2025-05-19
4163,494,2,Lisans Mezunu,Evet,6600000,25600000,6,740,10900000,1900000,18900000,9200000,Onaylandı,2025-09-10
4164,10,3,Lisans Mezunu,Hayır,8900000,24400000,10,774,11200000,6100000,31400000,7300000,Onaylandı,2025-10-04
4165,666,1,Lisans Mezunu,Evet,6400000,16400000,20,555,6000000,2500000,20100000,7400000,Onaylandı,2025-04-24
4166,773,4,Lise Mezunu,Evet,8200000,17300000,12,588,9700000,1200000,20700000,4800000,Onaylandı,2024-05-26
4167,767,1,Lisans Mezunu,Hayır,500000,1300000,14,619,1500000,100000,2000000,500000,Onaylandı,2024-10-13
4168,917,0,Lisans Mezunu,Hayır,9700000,31600000,18,607,24300000,7900000,32400000,7500000,Onaylandı,2025-03-25
4169,606,3,Lise Mezunu,Evet,7100000,16700000,4,435,1700000,9600000,24300000,6200000,Reddedildi,2025-10-17
4170,739,4,Lise Mezunu,Evet,1400000,3400000,14,835,3100000,100000,4100000,2100000,Onaylandı,2024-10-02
4171,173,1,Lise Mezunu,Hayır,7200000,28100000,14,767,10000000,10400000,27500000,4000000,Onaylandı,2024-09-08
4172,16,1,Lisans Mezunu,Evet,8400000,26200000,14,643,19400000,11500000,17900000,6900000,Onaylandı,2024-07-30
4173,138,4,Lise Mezunu,Hayır,4300000,13900000,2,894,10100000,100000,8600000,3300000,Onaylandı,2025-06-12
4174,26,0,Lise Mezunu,Evet,8800000,29800000,8,343,20000000,4900000,33300000,12200000,Reddedildi,2024-10-10
4175,604,4,Lise Mezunu,Hayır,4000000,15100000,8,800,8700000,6900000,12200000,4400000,Onaylandı,2024-03-07
4176,872,3,Lise Mezunu,Evet,6900000,17900000,18,494,7700000,11200000,15400000,8700000,Reddedildi,2024-10-11
4177,8,4,Lisans Mezunu,Hayır,9600000,33000000,14,336,5800000,8500000,30100000,4900000,Reddedildi,2025-04-04
4178,382,2,Lise Mezunu,Hayır,6900000,16500000,16,785,19600000,8600000,27100000,3600000,Onaylandı,2024-07-03
4179,167,1,Lise Mezunu,Evet,3600000,13400000,16,732,5200000,6700000,7300000,3300000,Onaylandı,2024-04-02
4180,950,2,Lise Mezunu,Hayır,1900000,4600000,12,587,3000000,1300000,4800000,1100000,Onaylandı,2024-08-28
4181,244,3,Lise Mezunu,Evet,9700000,30800000,18,471,12700000,3800000,37300000,10400000,Reddedildi,2025-06-19
4182,272,2,Lise Mezunu,Hayır,1200000,4100000,8,497,2700000,700000,3700000,1300000,Reddedildi,2025-10-01
4183,881,1,Lise Mezunu,Hayır,400000,1600000,16,784,800000,700000,700000,100000,Onaylandı,2025-10-20
4184,343,2,Lisans Mezunu,Hayır,6600000,21500000,18,471,13700000,9800000,17100000,4800000,Reddedildi,2024-07-07
4185,907,2,Lisans Mezunu,Hayır,1500000,3300000,4,763,300000,1200000,5400000,700000,Onaylandı,2024-08-19
4186,415,4,Lise Mezunu,Hayır,3500000,9500000,2,655,9900000,6600000,9400000,3100000,Onaylandı,2025-10-08
4187,446,3,Lise Mezunu,Evet,4000000,8600000,4,667,11500000,6300000,15300000,3500000,Onaylandı,2025-02-26
4188,280,3,Lise Mezunu,Hayır,4100000,14100000,8,367,900000,800000,8900000,5300000,Reddedildi,2025-07-09
4189,728,4,Lisans Mezunu,Hayır,5800000,18500000,16,436,1400000,5500000,17100000,6500000,Reddedildi,2024-04-07
4190,248,4,Lisans Mezunu,Evet,8600000,23300000,12,785,18800000,3800000,23500000,4500000,Onaylandı,2024-01-03
4191,987,2,Lisans Mezunu,Hayır,4500000,11400000,10,388,11600000,3000000,14300000,2900000,Reddedildi,2025-05-28
4192,746,2,Lisans Mezunu,Evet,9900000,37300000,8,385,600000,900000,27400000,14200000,Reddedildi,2025-07-10
4193,42,1,Lise Mezunu,Evet,3200000,8100000,10,670,9100000,3800000,9200000,1900000,Onaylandı,2024-06-28
4194,629,5,Lisans Mezunu,Evet,8900000,19100000,20,329,13300000,11400000,29500000,10000000,Reddedildi,2025-08-20
4195,80,5,Lise Mezunu,Evet,2100000,4900000,12,651,2500000,2100000,6100000,1800000,Onaylandı,2024-10-11
4196,421,1,Lisans Mezunu,Hayır,7100000,26000000,16,727,4300000,9500000,18900000,8900000,Onaylandı,2025-09-04
4197,887,2,Lisans Mezunu,Evet,7800000,28900000,14,646,1800000,1800000,17700000,11000000,Onaylandı,2024-11-26
4198,165,3,Lise Mezunu,Evet,8600000,23200000,12,894,22100000,13900000,29200000,4500000,Onaylandı,2025-10-21
4199,245,3,Lisans Mezunu,Evet,5100000,17000000,10,477,1700000,3300000,13700000,6300000,Reddedildi,2024-01-07
4200,97,5,Lise Mezunu,Hayır,600000,2000000,20,811,300000,400000,1900000,600000,Onaylandı,2025-01-10
4201,660,0,Lisans Mezunu,Evet,6600000,21200000,18,377,1000000,9600000,14800000,9500000,Reddedildi,2024-03-25
4202,886,0,Lise Mezunu,Evet,4700000,17000000,18,802,3600000,1600000,17800000,2700000,Onaylandı,2024-11-03
4203,174,2,Lisans Mezunu,Evet,7700000,19700000,14,885,19900000,14600000,22000000,8000000,Onaylandı,2025-01-09
4204,734,4,Lisans Mezunu,Evet,6400000,21900000,6,437,7000000,10000000,24600000,4100000,Reddedildi,2024-03-27
4205,773,2,Lisans Mezunu,Hayır,1100000,2500000,20,615,2800000,1700000,2300000,1300000,Onaylandı,2025-04-12
4206,396,2,Lise Mezunu,Hayır,8900000,17800000,20,603,3300000,17600000,29000000,13100000,Onaylandı,2025-01-12
4207,513,0,Lise Mezunu,Evet,2100000,8300000,20,765,-100000,3600000,7700000,2100000,Onaylandı,2024-01-30
4208,966,4,Lise Mezunu,Evet,2300000,5800000,8,469,6100000,4200000,7900000,2400000,Reddedildi,2025-10-14
4209,775,3,Lisans Mezunu,Hayır,8300000,17700000,16,848,10500000,1100000,18700000,5900000,Onaylandı,2024-02-25
4210,260,4,Lisans Mezunu,Hayır,900000,2700000,20,327,400000,1200000,2200000,1200000,Reddedildi,2024-11-17
4211,747,3,Lise Mezunu,Evet,9200000,35000000,4,716,1100000,10200000,33600000,11400000,Onaylandı,2025-09-26
4212,122,3,Lisans Mezunu,Hayır,9800000,28300000,2,715,19500000,9600000,28800000,9200000,Onaylandı,2025-06-02
4213,849,0,Lise Mezunu,Hayır,200000,600000,12,683,400000,200000,400000,0,Onaylandı,2024-11-23
4214,100,2,Lise Mezunu,Evet,3200000,9700000,6,737,7300000,3500000,9700000,2600000,Onaylandı,2024-12-10
4215,979,5,Lise Mezunu,Hayır,7800000,27000000,6,728,4400000,13100000,18500000,7400000,Onaylandı,2025-10-28
4216,6,1,Lisans Mezunu,Hayır,8300000,30000000,18,350,12800000,10800000,23800000,9400000,Reddedildi,2025-04-26
4217,438,1,Lisans Mezunu,Evet,2100000,5200000,14,802,100000,600000,6400000,2500000,Onaylandı,2024-09-30
4218,649,5,Lise Mezunu,Evet,400000,1400000,4,483,1100000,700000,800000,100000,Onaylandı,2025-06-01
4219,453,3,Lisans Mezunu,Evet,7700000,21800000,18,684,100000,600000,15600000,5500000,Onaylandı,2024-07-11
4220,351,4,Lisans Mezunu,Evet,5600000,16500000,20,692,14500000,7800000,18000000,7400000,Onaylandı,2025-01-02
4221,529,0,Lisans Mezunu,Hayır,8400000,31000000,4,783,19000000,13300000,30600000,6900000,Onaylandı,2024-07-02
4222,204,3,Lisans Mezunu,Evet,1300000,4300000,18,412,600000,900000,5200000,1200000,Reddedildi,2025-04-23
4223,17,0,Lise Mezunu,Hayır,8700000,30200000,10,447,14200000,14800000,28200000,6100000,Reddedildi,2024-01-02
4224,768,0,Lise Mezunu,Hayır,2700000,8400000,14,610,900000,1900000,6100000,2800000,Onaylandı,2024-05-21
4225,603,5,Lisans Mezunu,Evet,800000,1800000,8,881,300000,1100000,2600000,400000,Onaylandı,2024-12-17
4226,368,5,Lisans Mezunu,Evet,3800000,10300000,16,606,7700000,1900000,9900000,2700000,Onaylandı,2024-03-16
4227,124,5,Lisans Mezunu,Evet,700000,2600000,2,869,1100000,500000,1400000,500000,Onaylandı,2024-08-27
4228,466,4,Lisans Mezunu,Evet,400000,1400000,2,496,400000,200000,1100000,400000,Onaylandı,2025-03-13
4229,368,1,Lisans Mezunu,Evet,3200000,9300000,6,483,6700000,1900000,7800000,3600000,Reddedildi,2024-10-03
4230,515,3,Lisans Mezunu,Hayır,7500000,22200000,8,741,6600000,6900000,17600000,11000000,Onaylandı,2024-08-12
4231,375,2,Lise Mezunu,Hayır,3700000,13500000,4,820,4700000,1600000,14000000,5300000,Onaylandı,2024-04-27
4232,248,5,Lisans Mezunu,Hayır,3300000,9100000,18,697,8800000,1800000,11300000,2600000,Onaylandı,2025-02-13
4233,439,1,Lisans Mezunu,Evet,200000,500000,20,713,0,200000,500000,100000,Onaylandı,2024-12-02
4234,930,1,Lise Mezunu,Hayır,7100000,17000000,6,754,1100000,500000,27000000,6800000,Onaylandı,2025-02-23
4235,181,3,Lise Mezunu,Evet,1500000,5100000,14,837,4100000,1000000,3300000,1400000,Onaylandı,2024-12-28
4236,627,0,Lise Mezunu,Hayır,3000000,6500000,2,691,7800000,4500000,8900000,2500000,Onaylandı,2025-01-07
4237,742,3,Lisans Mezunu,Evet,1900000,5300000,12,436,2300000,3500000,5000000,2600000,Reddedildi,2025-01-30
4238,18,0,Lise Mezunu,Hayır,9100000,30100000,8,322,26200000,9500000,18800000,5900000,Reddedildi,2025-08-13
4239,862,0,Lise Mezunu,Hayır,2200000,7500000,2,333,3400000,600000,6200000,1500000,Onaylandı,2024-07-25
4240,265,0,Lise Mezunu,Evet,8400000,23000000,14,455,400000,13400000,29800000,9400000,Reddedildi,2024-04-26
4241,725,1,Lisans Mezunu,Evet,400000,700000,10,787,1000000,200000,1600000,500000,Onaylandı,2024-06-07
4242,217,2,Lisans Mezunu,Evet,5600000,15800000,16,748,10300000,100000,21700000,6300000,Onaylandı,2024-06-10
4243,109,5,Lise Mezunu,Evet,8200000,27100000,4,643,15400000,7700000,21300000,4100000,Onaylandı,2024-06-23
4244,950,0,Lise Mezunu,Evet,1600000,3400000,8,867,-100000,2700000,4300000,1300000,Onaylandı,2024-09-11
4245,254,3,Lise Mezunu,Hayır,1800000,5600000,20,860,1900000,1700000,4300000,900000,Onaylandı,2025-06-02
4246,487,5,Lise Mezunu,Evet,6500000,23900000,2,507,500000,10200000,15900000,8000000,Onaylandı,2024-05-11
4247,822,1,Lisans Mezunu,Evet,3100000,11500000,4,871,1500000,2400000,7100000,3600000,Onaylandı,2024-03-06
4248,918,3,Lise Mezunu,Hayır,3100000,9800000,12,820,6400000,5200000,10900000,4400000,Onaylandı,2025-10-16
4249,939,4,Lisans Mezunu,Evet,5300000,14500000,4,352,12600000,4900000,10500000,3500000,Reddedildi,2024-09-01
4250,434,4,Lisans Mezunu,Hayır,1100000,4000000,14,887,2400000,1500000,4200000,1600000,Onaylandı,2025-01-20
4251,463,1,Lisans Mezunu,Evet,6000000,13400000,12,731,1300000,4300000,21300000,6900000,Onaylandı,2025-05-01
4252,599,0,Lisans Mezunu,Evet,6100000,14600000,18,645,14500000,200000,23000000,4600000,Onaylandı,2025-02-15
4253,992,3,Lise Mezunu,Hayır,4100000,14100000,10,300,7600000,2100000,8400000,2200000,Reddedildi,2025-04-20
4254,552,5,Lisans Mezunu,Evet,7000000,26200000,12,896,13100000,6600000,23600000,5700000,Onaylandı,2024-11-28
